employee_id,employee_name,department_id,job_title,hire_date,employment_level,location,employment_type
962,Riya Sethi,7,Business Development Executive,2024-06-01,Mid,Pune,Full-Time
963,Shreya More,3,FP&A Analyst,2024-08-17,Mid,Delhi NCR,Full-Time
964,Komal Verma,1,HR Executive,2024-08-15,Junior,Chennai,Full-Time
965,Mohit Verma,1,People Operations Specialist,2021-11-14,Senior,Hyderabad,Full-Time
966,Yash Mehta,3,FP&A Analyst,2021-07-02,Mid,Mumbai,Full-Time
967,Nikhil More,2,Instructional Designer,2024-01-15,Mid,Nagpur,Full-Time
968,Kabir Khan,1,HR Business Partner,2023-04-08,Mid,Chennai,Contract
969,Vedant Joshi,1,People Operations Specialist,2023-06-24,Junior,Remote,Contract
970,Shreya Rao,8,Support Analyst,2025-06-26,Junior,Nagpur,Full-Time
971,Rahul Joshi,5,Cybersecurity Analyst,2018-11-05,Lead,Delhi NCR,Full-Time
972,Diya Kapoor,1,HR Executive,2024-06-07,Mid,Mumbai,Contract
973,Radhika Pawar,4,Brand Analyst,2018-10-03,Senior,Hyderabad,Full-Time
974,Priya Saxena,8,Support Analyst,2025-04-22,Mid,Nagpur,Contract
975,Shreya Bhosale,4,Brand Analyst,2022-08-25,Mid,Bengaluru,Full-Time
976,Rohan Pawar,7,Sales Analyst,2023-10-16,Senior,Remote,Full-Time
977,Anushka Jadhav,10,Analytics Consultant,2023-12-23,Senior,Pune,Contract
978,Avni Thakur,3,FP&A Analyst,2023-03-10,Junior,Nagpur,Full-Time
979,Mohit Gupta,4,Brand Analyst,2018-09-21,Senior,Bengaluru,Full-Time
980,Anjali Singh,7,Sales Analyst,2020-08-25,Senior,Pune,Full-Time
981,Riya Iyer,8,Team Lead - Support,2021-06-25,Senior,Pune,Full-Time
982,Isha More,2,L&D Specialist,2019-07-13,Mid,Pune,Full-Time
983,Ananya Shah,8,Customer Experience Analyst,2018-08-15,Lead,Delhi NCR,Full-Time
984,Varun More,9,Research Coordinator,2022-07-26,Senior,Nagpur,Full-Time
985,Anjali Bhosale,3,FP&A Analyst,2024-05-27,Mid,Remote,Full-Time
986,Kabir Shah,3,Senior Financial Analyst,2019-05-16,Senior,Nagpur,Full-Time
987,Chetan Joshi,10,Reporting Analyst,2020-06-11,Mid,Remote,Full-Time
988,Rahul Verma,3,Financial Analyst,2024-08-11,Junior,Chennai,Contract
989,Isha Mane,5,Systems Analyst,2025-08-28,Junior,Chennai,Full-Time
990,Sameer Patil,7,Sales Executive,2021-06-16,Mid,Hyderabad,Full-Time
991,Yash Verma,6,Supply Chain Analyst,2021-06-20,Senior,Mumbai,Contract
992,Meera Jadhav,9,Research Coordinator,2022-12-18,Mid,Delhi NCR,Full-Time
993,Dev Sethi,10,BI Analyst,2026-06-27,Junior,Remote,Full-Time
994,Aditya Gupta,9,Research Analyst,2025-03-24,Junior,Remote,Full-Time
995,Aniket Bajaj,7,Business Development Executive,2021-09-24,Mid,Delhi NCR,Contract
996,Riya Thakur,1,People Operations Specialist,2022-09-20,Mid,Remote,Full-Time
997,Sneha Jain,8,Customer Success Associate,2025-03-12,Junior,Pune,Full-Time
998,Ananya Nair,3,FP&A Analyst,2021-06-05,Senior,Hyderabad,Contract
999,Sameer More,7,Account Manager,2025-04-13,Mid,Chennai,Full-Time
1000,Chetan More,5,IT Support Specialist,2026-03-31,Junior,Delhi NCR,Full-Time
1001,Kunal Bajaj,1,HR Analyst,2022-02-14,Mid,Pune,Full-Time
1002,Diya Jadhav,10,Data Analyst,2025-04-04,Junior,Remote,Full-Time
1003,Shreya Iyer,3,FP&A Analyst,2019-11-23,Mid,Bengaluru,Full-Time
1004,Anjali Sharma,10,Senior Data Analyst,2019-11-28,Lead,Nagpur,Full-Time
1005,Zoya Joshi,8,Customer Success Associate,2023-07-18,Junior,Delhi NCR,Full-Time
1006,Dev Kapoor,8,Customer Success Associate,2022-04-14,Junior,Delhi NCR,Full-Time
1007,Aditi Rao,5,IT Support Specialist,2022-08-01,Mid,Hyderabad,Contract
1008,Vedant Yadav,5,Cloud Engineer,2020-10-14,Senior,Mumbai,Full-Time
1009,Meera More,5,IT Support Specialist,2021-08-17,Senior,Nagpur,Full-Time
1010,Riya Patil,7,Sales Executive,2020-11-15,Mid,Chennai,Full-Time
1011,Varun Saxena,5,Cybersecurity Analyst,2021-12-22,Senior,Pune,Full-Time
1012,Meera More,3,FP&A Analyst,2024-12-13,Junior,Bengaluru,Contract
1013,Priya Pawar,1,HR Business Partner,2020-01-05,Senior,Remote,Full-Time
1014,Avni Gupta,1,HR Executive,2025-12-19,Junior,Chennai,Full-Time
1015,Isha Thakur,10,Analytics Consultant,2023-08-07,Senior,Nagpur,Full-Time
1016,Siddharth Jadhav,9,Insights Analyst,2020-12-14,Senior,Chennai,Full-Time
1017,Pranav Gokhale,9,Market Research Associate,2021-07-16,Mid,Remote,Full-Time
1018,Aditya Pawar,3,FP&A Analyst,2018-08-12,Mid,Bengaluru,Full-Time
1019,Kavya Naik,5,Cloud Engineer,2023-07-21,Junior,Remote,Full-Time
1020,Anjali Verma,2,L&D Coordinator,2026-01-27,Mid,Hyderabad,Full-Time
1021,Isha Mishra,3,Senior Financial Analyst,2019-11-21,Senior,Hyderabad,Contract
1022,Rohan Kulkarni,10,Analytics Consultant,2018-01-17,Senior,Mumbai,Full-Time
1023,Karan Sharma,8,Support Analyst,2025-08-04,Junior,Mumbai,Full-Time
1024,Avni Sharma,5,Cybersecurity Analyst,2019-03-11,Lead,Mumbai,Full-Time
1025,Sneha Gupta,8,Customer Support Executive,2025-05-25,Junior,Chennai,Full-Time
1026,Mihir Thakur,7,Business Development Executive,2023-01-30,Mid,Hyderabad,Full-Time
1027,Akash Thakur,8,Support Analyst,2021-03-04,Senior,Nagpur,Full-Time
1028,Anushka Sethi,5,Cloud Engineer,2019-12-31,Mid,Mumbai,Full-Time
1029,Meera Rao,9,Senior Research Analyst,2019-10-30,Senior,Bengaluru,Full-Time
1030,Janhavi Mane,4,Digital Marketing Executive,2022-11-06,Mid,Chennai,Full-Time
1031,Neha Mane,8,Team Lead - Support,2023-10-01,Mid,Remote,Full-Time
1032,Naina Saxena,6,Quality Analyst,2022-09-29,Junior,Bengaluru,Full-Time
1033,Karan Jain,7,Business Development Executive,2019-01-16,Mid,Bengaluru,Full-Time
1034,Ishaan Jain,6,Operations Manager,2025-04-05,Junior,Mumbai,Full-Time
1035,Janhavi Bajaj,4,Content Strategist,2019-06-08,Senior,Nagpur,Full-Time
1036,Aditya Bhosale,6,Operations Analyst,2024-03-06,Junior,Nagpur,Full-Time
1037,Harsh Verma,1,People Operations Specialist,2025-05-30,Junior,Mumbai,Contract
1038,Chetan Saxena,1,HR Analyst,2026-04-22,Junior,Nagpur,Full-Time
1039,Sakshi Thakur,1,HR Business Partner,2025-11-25,Junior,Remote,Contract
1040,Chetan Joshi,8,Support Analyst,2021-10-30,Senior,Mumbai,Contract
1041,Rahul Sharma,3,Financial Analyst,2025-07-21,Junior,Nagpur,Full-Time
1042,Yash Khan,1,HR Business Partner,2025-05-10,Junior,Delhi NCR,Contract
1043,Vedant Naik,8,Team Lead - Support,2024-12-01,Junior,Delhi NCR,Full-Time
1044,Aditi Naik,2,L&D Specialist,2018-02-26,Mid,Pune,Full-Time
1045,Naina Bajaj,5,Cybersecurity Analyst,2019-08-18,Senior,Hyderabad,Full-Time
1046,Naina Sharma,4,Marketing Analyst,2023-03-14,Junior,Bengaluru,Full-Time
1047,Pooja Sharma,7,Account Manager,2022-12-29,Senior,Hyderabad,Full-Time
1048,Aarav Nair,4,Brand Analyst,2022-05-24,Junior,Nagpur,Full-Time
1049,Ishaan Patil,7,Account Manager,2024-09-06,Junior,Nagpur,Full-Time
1050,Vedant Mane,6,Operations Manager,2026-02-16,Junior,Hyderabad,Full-Time
1051,Riya Mehta,6,Quality Analyst,2022-09-25,Mid,Nagpur,Full-Time
1052,Kavya Jain,2,Instructional Designer,2024-12-25,Mid,Pune,Full-Time
1053,Neha Deshmukh,4,Marketing Manager,2020-02-27,Senior,Hyderabad,Contract
1054,Zoya More,9,Insights Analyst,2021-10-21,Senior,Bengaluru,Full-Time
1055,Vedant Yadav,7,Regional Sales Manager,2022-05-18,Senior,Chennai,Full-Time
1056,Ishaan Naik,8,Customer Experience Analyst,2019-10-26,Senior,Mumbai,Full-Time
1057,Pranav Nair,2,Instructional Designer,2020-03-28,Mid,Remote,Full-Time
1058,Aditi Verma,3,FP&A Analyst,2024-03-30,Junior,Chennai,Full-Time
1059,Aman Shah,2,Instructional Designer,2023-08-25,Junior,Mumbai,Contract
1060,Harsh Shah,3,FP&A Analyst,2024-04-20,Mid,Pune,Contract
1061,Priya Kapoor,3,Senior Financial Analyst,2019-09-12,Lead,Mumbai,Full-Time
1062,Siddharth Nair,10,Data Analyst,2022-11-29,Mid,Mumbai,Contract
1063,Anjali Sethi,1,HR Analyst,2019-03-08,Mid,Chennai,Full-Time
1064,Priya Pawar,7,Sales Executive,2025-12-10,Junior,Bengaluru,Full-Time
1065,Deepa Jain,4,Brand Analyst,2019-07-19,Mid,Pune,Full-Time
1066,Priya Kulkarni,8,Customer Support Executive,2023-04-25,Mid,Delhi NCR,Full-Time
1067,Varun Deshmukh,7,Business Development Executive,2022-08-27,Mid,Nagpur,Full-Time
1068,Mohit Mane,2,Instructional Designer,2022-10-23,Mid,Chennai,Full-Time
1069,Radhika Mehta,5,IT Support Specialist,2018-02-10,Senior,Chennai,Full-Time
1070,Meera Gokhale,5,IT Support Specialist,2019-11-05,Senior,Bengaluru,Contract
1071,Varun Mane,1,People Operations Specialist,2025-01-31,Mid,Nagpur,Full-Time
1072,Janhavi Thakur,9,Research Coordinator,2025-11-10,Junior,Chennai,Full-Time
1073,Avni Naik,8,Team Lead - Support,2023-12-02,Mid,Remote,Full-Time
1074,Tanvi Jain,9,Research Coordinator,2025-01-01,Mid,Nagpur,Full-Time
1075,Karan Khan,9,Market Research Associate,2018-12-12,Mid,Delhi NCR,Full-Time
1076,Karan Gokhale,1,HR Analyst,2024-03-10,Mid,Pune,Full-Time
1077,Gaurav Bajaj,9,Research Coordinator,2024-01-21,Mid,Nagpur,Contract
1078,Harsh Yadav,2,Learning Program Manager,2018-09-03,Lead,Chennai,Full-Time
1079,Neha Rao,1,HR Executive,2025-04-20,Mid,Remote,Full-Time
1080,Rohan Naik,10,BI Analyst,2026-05-13,Mid,Chennai,Full-Time
1081,Arjun Naik,4,Brand Analyst,2026-01-07,Junior,Hyderabad,Full-Time
1082,Anushka Verma,4,Brand Analyst,2024-07-13,Junior,Mumbai,Full-Time
1083,Akash Iyer,7,Business Development Executive,2022-08-15,Junior,Remote,Full-Time
1084,Meera Mishra,5,Cloud Engineer,2022-02-21,Mid,Delhi NCR,Contract
1085,Yash Jadhav,5,Cloud Engineer,2022-10-01,Senior,Nagpur,Full-Time
1086,Nikhil Singh,2,Learning Program Manager,2019-06-05,Senior,Mumbai,Full-Time
1087,Riya Verma,5,IT Support Specialist,2018-05-14,Senior,Nagpur,Full-Time
1088,Radhika Singh,2,L&D Coordinator,2024-05-30,Mid,Chennai,Full-Time
1089,Aditi Saxena,10,Reporting Analyst,2021-05-27,Senior,Bengaluru,Contract
1090,Dev Kulkarni,5,Cybersecurity Analyst,2021-06-03,Lead,Remote,Full-Time
1091,Aditya Iyer,2,Instructional Designer,2021-11-29,Junior,Delhi NCR,Contract
1092,Pooja Bajaj,5,Systems Analyst,2021-10-15,Mid,Bengaluru,Contract
1093,Avni Sethi,7,Sales Analyst,2023-01-17,Mid,Mumbai,Contract
1094,Meera Shah,7,Sales Executive,2022-08-05,Mid,Remote,Full-Time
1095,Rohan Yadav,7,Regional Sales Manager,2019-11-10,Senior,Delhi NCR,Contract
1096,Deepa Kapoor,7,Sales Executive,2025-03-22,Junior,Hyderabad,Full-Time
1097,Rahul Kulkarni,6,Operations Analyst,2018-03-18,Mid,Delhi NCR,Full-Time
1098,Sakshi Jain,3,Financial Analyst,2025-11-30,Mid,Chennai,Full-Time
1099,Aditi Shah,6,Operations Manager,2023-07-07,Senior,Bengaluru,Full-Time
1100,Harsh Mehta,1,HR Executive,2023-12-03,Mid,Mumbai,Contract
1101,Anushka Mehta,2,L&D Specialist,2019-08-13,Mid,Delhi NCR,Full-Time
1102,Kabir Kulkarni,7,Sales Analyst,2018-08-30,Senior,Pune,Full-Time
1103,Kabir Gupta,5,Cloud Engineer,2021-08-03,Junior,Mumbai,Full-Time
1104,Gaurav Pawar,3,Finance Executive,2026-06-08,Junior,Mumbai,Full-Time
1105,Aman Pawar,1,HR Executive,2023-03-19,Mid,Nagpur,Full-Time
1106,Sakshi More,10,Reporting Analyst,2018-03-18,Senior,Hyderabad,Contract
1107,Mohit Jain,7,Sales Analyst,2019-05-30,Senior,Hyderabad,Full-Time
1108,Rahul Iyer,5,Cybersecurity Analyst,2019-11-20,Senior,Remote,Full-Time
1109,Shreya Rao,1,HR Coordinator,2023-03-19,Senior,Bengaluru,Full-Time
1110,Harsh Bajaj,1,HR Business Partner,2023-05-30,Mid,Chennai,Full-Time
1111,Bhavna Thakur,6,Operations Analyst,2023-09-22,Mid,Delhi NCR,Full-Time
1112,Mihir Chavan,5,Cybersecurity Analyst,2019-05-19,Lead,Delhi NCR,Full-Time
1113,Kabir Mane,3,Senior Financial Analyst,2023-08-30,Senior,Chennai,Full-Time
1114,Gaurav More,10,Reporting Analyst,2025-12-08,Junior,Chennai,Full-Time
1115,Yash Singh,5,Software Engineer,2024-09-21,Junior,Remote,Full-Time
1116,Riya Mane,9,Insights Analyst,2025-07-18,Junior,Nagpur,Contract
1117,Rahul Sharma,1,HR Business Partner,2025-04-12,Junior,Mumbai,Full-Time
1118,Kavya Khan,10,Reporting Analyst,2022-03-22,Senior,Pune,Full-Time
1119,Diya Thakur,5,IT Support Specialist,2020-03-01,Senior,Delhi NCR,Full-Time
1120,Zoya Deshmukh,3,Accounts Analyst,2024-11-17,Junior,Remote,Full-Time
1121,Zoya Kapoor,1,People Operations Specialist,2023-07-12,Senior,Pune,Full-Time
1122,Isha Mishra,10,Analytics Consultant,2025-02-28,Junior,Bengaluru,Contract
1123,Vedant Kapoor,3,Accounts Analyst,2026-04-15,Junior,Mumbai,Contract
1124,Rohan Sethi,2,L&D Specialist,2018-09-24,Mid,Delhi NCR,Full-Time
1125,Yash More,9,Senior Research Analyst,2018-04-05,Lead,Delhi NCR,Contract
1126,Tanvi More,9,Senior Research Analyst,2018-01-09,Lead,Pune,Full-Time
1127,Vedant Bhosale,5,Cloud Engineer,2022-07-25,Mid,Remote,Full-Time
1128,Diya Patil,6,Supply Chain Analyst,2018-06-28,Lead,Delhi NCR,Full-Time
1129,Deepa Shah,6,Operations Analyst,2021-07-19,Junior,Pune,Full-Time
1130,Gaurav Joshi,10,Reporting Analyst,2022-10-02,Senior,Chennai,Full-Time
1131,Pooja Iyer,1,HR Executive,2025-01-05,Junior,Chennai,Full-Time
1132,Karan Bajaj,3,Financial Analyst,2023-04-24,Mid,Chennai,Contract
1133,Shreya Jain,8,Support Analyst,2018-10-26,Senior,Remote,Contract
1134,Kunal Shah,2,Learning Program Manager,2018-09-06,Lead,Mumbai,Full-Time
1135,Shreya Yadav,1,HR Business Partner,2022-12-16,Junior,Mumbai,Full-Time
1136,Kunal Khan,7,Sales Executive,2024-04-09,Junior,Nagpur,Full-Time
1137,Nikhil Khan,9,Insights Analyst,2025-05-26,Junior,Nagpur,Contract
1138,Vedant Saxena,6,Operations Analyst,2021-10-23,Mid,Remote,Contract
1139,Aarav Kapoor,4,Marketing Analyst,2020-02-28,Mid,Hyderabad,Contract
1140,Mohit Pawar,2,Instructional Designer,2023-09-16,Mid,Bengaluru,Full-Time
1141,Janhavi Mishra,2,Instructional Designer,2018-06-30,Mid,Chennai,Full-Time
1142,Avni Pawar,6,Quality Analyst,2024-01-26,Mid,Chennai,Full-Time
1143,Varun More,5,IT Support Specialist,2018-02-03,Senior,Pune,Full-Time
1144,Naina Verma,6,Quality Analyst,2024-04-10,Senior,Hyderabad,Full-Time
1145,Pooja Naik,8,Team Lead - Support,2021-10-30,Mid,Chennai,Contract
1146,Mohit Shah,6,Process Executive,2021-10-06,Mid,Mumbai,Full-Time
1147,Aarav Yadav,9,Research Coordinator,2018-06-22,Senior,Hyderabad,Full-Time
1148,Anushka Bajaj,7,Account Manager,2020-09-06,Senior,Nagpur,Full-Time
1149,Aman Verma,5,IT Support Specialist,2018-01-28,Senior,Mumbai,Full-Time
1150,Siddharth Verma,4,Content Strategist,2020-03-07,Senior,Pune,Full-Time
1151,Harsh Thakur,3,Accounts Analyst,2019-12-15,Mid,Chennai,Contract
1152,Harsh Jadhav,3,Financial Analyst,2020-03-13,Mid,Pune,Full-Time
1153,Dev Rao,5,Cloud Engineer,2019-03-31,Senior,Hyderabad,Full-Time
1154,Radhika Saxena,8,Team Lead - Support,2025-05-31,Junior,Mumbai,Full-Time
1155,Deepa Chavan,2,Instructional Designer,2019-06-20,Senior,Chennai,Full-Time
1156,Aditya Gokhale,6,Process Executive,2025-02-18,Junior,Delhi NCR,Full-Time
1157,Isha Sethi,4,Content Strategist,2018-08-07,Senior,Remote,Full-Time
1158,Shreya Mehta,7,Business Development Executive,2023-04-12,Mid,Nagpur,Contract
1159,Kabir Naik,5,IT Support Specialist,2023-10-27,Mid,Remote,Full-Time
1160,Sakshi Yadav,5,Software Engineer,2024-07-08,Junior,Hyderabad,Full-Time
1161,Meera Joshi,9,Insights Analyst,2023-01-26,Senior,Nagpur,Full-Time
1162,Ananya Singh,6,Operations Analyst,2022-03-13,Mid,Delhi NCR,Full-Time
1163,Nikhil Bhosale,6,Supply Chain Analyst,2020-07-31,Senior,Chennai,Full-Time
1164,Pranav Shah,5,IT Support Specialist,2022-11-07,Mid,Nagpur,Full-Time
1165,Aman Verma,2,Training Analyst,2020-08-15,Senior,Delhi NCR,Contract
1166,Isha Jadhav,6,Process Executive,2025-03-21,Junior,Mumbai,Full-Time
1167,Karan Joshi,1,HR Coordinator,2018-06-06,Senior,Chennai,Full-Time
1168,Deepa Naik,4,Digital Marketing Executive,2025-08-31,Mid,Delhi NCR,Full-Time
1169,Meera Khan,8,Customer Experience Analyst,2021-02-28,Lead,Pune,Full-Time
1170,Diya Deshmukh,7,Regional Sales Manager,2019-09-04,Lead,Hyderabad,Full-Time
1171,Siddharth Jain,3,Finance Executive,2024-08-01,Mid,Chennai,Full-Time
1172,Yash Iyer,4,Content Strategist,2020-02-09,Senior,Remote,Full-Time
1173,Rohan Sethi,9,Research Coordinator,2018-05-04,Senior,Delhi NCR,Full-Time
1174,Karan Deshmukh,5,Cloud Engineer,2025-05-22,Mid,Nagpur,Full-Time
1175,Kabir Mishra,8,Customer Support Executive,2025-09-29,Junior,Pune,Full-Time
1176,Sameer Jadhav,2,Instructional Designer,2021-09-14,Mid,Nagpur,Full-Time
1177,Deepa Pawar,10,Reporting Analyst,2018-09-18,Senior,Chennai,Contract
1178,Ananya Kulkarni,10,Data Analyst,2025-03-02,Mid,Bengaluru,Full-Time
1179,Chetan Joshi,8,Customer Support Executive,2024-10-07,Junior,Nagpur,Full-Time
1180,Aman Jain,3,FP&A Analyst,2021-04-07,Senior,Chennai,Contract
1181,Mohit Khan,1,People Operations Specialist,2021-08-31,Senior,Mumbai,Full-Time
1182,Kunal Mane,6,Process Executive,2023-05-13,Mid,Bengaluru,Full-Time
1183,Bhavna Kapoor,4,Content Strategist,2025-12-16,Junior,Hyderabad,Contract
1184,Aarav Singh,7,Account Manager,2023-02-23,Mid,Mumbai,Full-Time
1185,Rohan Mane,6,Operations Manager,2020-10-08,Senior,Remote,Full-Time
1186,Tanvi Mane,6,Operations Manager,2026-04-08,Junior,Chennai,Full-Time
1187,Chetan Mane,5,Cybersecurity Analyst,2019-12-19,Senior,Nagpur,Full-Time
1188,Rohan Nair,5,Cloud Engineer,2025-05-23,Junior,Pune,Full-Time
1189,Sneha Chavan,9,Insights Analyst,2019-10-09,Senior,Mumbai,Full-Time
1190,Riya Nair,9,Insights Analyst,2022-08-12,Senior,Mumbai,Full-Time
1191,Bhavna Gupta,6,Process Executive,2021-08-28,Mid,Pune,Full-Time
1192,Rutuja Jain,1,HR Business Partner,2025-03-01,Junior,Chennai,Full-Time
1193,Harsh Nair,9,Market Research Associate,2022-06-13,Junior,Chennai,Full-Time
1194,Varun Deshmukh,5,Cloud Engineer,2018-10-07,Mid,Bengaluru,Full-Time
1195,Aditi Kapoor,8,Customer Support Executive,2019-10-23,Mid,Bengaluru,Full-Time
1196,Aman More,2,L&D Coordinator,2026-04-25,Junior,Delhi NCR,Full-Time
1197,Aditya Mane,5,Systems Analyst,2019-12-30,Mid,Remote,Full-Time
1198,Zoya More,8,Customer Support Executive,2023-11-12,Mid,Nagpur,Full-Time
1199,Anushka Khan,5,Systems Analyst,2024-09-16,Junior,Hyderabad,Full-Time
1200,Mohit Sharma,9,Research Analyst,2020-03-30,Mid,Chennai,Full-Time
1201,Aniket Saxena,7,Business Development Executive,2018-09-16,Mid,Bengaluru,Full-Time
1202,Kabir Chavan,5,Cybersecurity Analyst,2019-03-18,Lead,Hyderabad,Contract
1203,Naina Nair,3,Accounts Analyst,2024-01-28,Mid,Hyderabad,Full-Time
1204,Tanvi Shah,4,Marketing Analyst,2019-12-13,Mid,Nagpur,Full-Time
1205,Isha Yadav,5,Cybersecurity Analyst,2018-09-28,Senior,Chennai,Full-Time
1206,Anushka Kapoor,1,HR Business Partner,2020-06-14,Senior,Mumbai,Contract
1207,Aniket Kapoor,8,Support Analyst,2024-05-20,Mid,Nagpur,Full-Time
1208,Yash Shah,4,Brand Analyst,2025-02-15,Mid,Mumbai,Full-Time
1209,Priya Yadav,1,HR Analyst,2024-07-24,Junior,Pune,Full-Time
1210,Rutuja Iyer,1,People Operations Specialist,2019-05-24,Senior,Mumbai,Full-Time
1211,Avni Khan,2,L&D Specialist,2023-08-05,Mid,Pune,Full-Time
1212,Neha Thakur,10,Reporting Analyst,2024-09-15,Mid,Bengaluru,Full-Time
1213,Mohit Yadav,4,Brand Analyst,2018-06-12,Senior,Pune,Full-Time
1214,Dev Chavan,9,Research Analyst,2021-09-18,Mid,Hyderabad,Full-Time
1215,Chetan Jain,6,Operations Analyst,2022-04-12,Mid,Mumbai,Full-Time
1216,Avni Joshi,1,HR Analyst,2020-02-28,Mid,Mumbai,Full-Time
1217,Ananya Iyer,6,Operations Manager,2020-04-17,Mid,Delhi NCR,Full-Time
1218,Sameer Deshmukh,7,Account Manager,2020-09-30,Senior,Delhi NCR,Contract
1219,Pooja Mehta,5,IT Support Specialist,2025-02-16,Junior,Nagpur,Full-Time
1220,Shreya Thakur,2,Instructional Designer,2022-12-13,Mid,Bengaluru,Full-Time
1221,Ananya Gokhale,1,People Operations Specialist,2022-04-12,Mid,Bengaluru,Contract
1222,Janhavi Jain,7,Account Manager,2020-11-19,Senior,Nagpur,Contract
1223,Zoya Pawar,6,Quality Analyst,2018-10-22,Senior,Bengaluru,Full-Time
1224,Komal Pawar,1,HR Business Partner,2023-08-13,Mid,Nagpur,Full-Time
1225,Janhavi Yadav,10,Data Analyst,2022-03-09,Mid,Nagpur,Full-Time
1226,Rohan Kulkarni,10,Reporting Analyst,2019-05-25,Senior,Nagpur,Full-Time
1227,Priya Naik,8,Team Lead - Support,2026-06-06,Junior,Chennai,Full-Time
1228,Gaurav Pawar,7,Sales Executive,2022-10-03,Mid,Chennai,Full-Time
1229,Sameer Jain,7,Business Development Executive,2025-03-28,Junior,Delhi NCR,Full-Time
1230,Aarav Nair,6,Operations Analyst,2025-06-07,Mid,Nagpur,Full-Time
1231,Deepa Mane,7,Account Manager,2018-11-26,Senior,Bengaluru,Full-Time
1232,Rahul More,3,Finance Executive,2021-05-22,Senior,Delhi NCR,Full-Time
1233,Aniket Yadav,8,Support Analyst,2026-02-28,Mid,Bengaluru,Full-Time
1234,Janhavi Sharma,8,Customer Success Associate,2026-05-23,Junior,Remote,Full-Time
1235,Mohit Yadav,1,People Operations Specialist,2025-10-23,Junior,Nagpur,Full-Time
1236,Deepa Pawar,2,Training Analyst,2020-02-03,Senior,Mumbai,Full-Time
1237,Akash Thakur,6,Process Executive,2020-05-20,Mid,Hyderabad,Full-Time
1238,Shreya Nair,10,BI Analyst,2022-08-02,Mid,Mumbai,Full-Time
1239,Karan Sharma,1,HR Coordinator,2019-05-26,Senior,Hyderabad,Full-Time
1240,Isha Gokhale,5,Software Engineer,2019-02-17,Mid,Pune,Full-Time
1241,Radhika Gokhale,3,Finance Executive,2018-01-30,Senior,Remote,Full-Time
1242,Komal More,8,Support Analyst,2024-10-11,Junior,Chennai,Full-Time
1243,Shreya Patil,10,Reporting Analyst,2025-06-17,Junior,Chennai,Full-Time
1244,Arjun Sharma,1,HR Executive,2025-10-31,Junior,Delhi NCR,Full-Time
1245,Pooja Bhosale,5,Cloud Engineer,2024-12-07,Junior,Hyderabad,Full-Time
1246,Komal Sethi,10,Data Analyst,2021-08-12,Junior,Chennai,Full-Time
1247,Shreya Saxena,3,Financial Analyst,2023-06-08,Mid,Chennai,Full-Time
1248,Yash Mane,10,Reporting Analyst,2023-05-05,Senior,Nagpur,Full-Time
1249,Radhika Mane,6,Operations Analyst,2025-12-26,Junior,Bengaluru,Full-Time
1250,Riya Sethi,8,Customer Experience Analyst,2021-05-19,Lead,Remote,Full-Time
1251,Rahul Deshmukh,9,Research Coordinator,2019-04-19,Senior,Hyderabad,Full-Time
1252,Aniket Iyer,8,Customer Support Executive,2025-05-26,Junior,Bengaluru,Full-Time
1253,Harsh More,9,Insights Analyst,2021-02-22,Mid,Mumbai,Full-Time
1254,Ananya Saxena,10,Reporting Analyst,2025-02-08,Junior,Hyderabad,Contract
1255,Karan Khan,8,Team Lead - Support,2024-09-26,Junior,Nagpur,Full-Time
1256,Anjali Mehta,3,Finance Executive,2019-04-19,Senior,Hyderabad,Full-Time
1257,Kunal Mishra,6,Supply Chain Analyst,2019-06-06,Lead,Pune,Full-Time
1258,Kunal Iyer,1,People Operations Specialist,2024-01-03,Mid,Chennai,Full-Time
1259,Aniket Khan,6,Operations Analyst,2024-09-30,Junior,Remote,Full-Time
1260,Pranav More,2,Learning Program Manager,2021-04-30,Lead,Remote,Full-Time
1261,Yash Patil,6,Supply Chain Analyst,2019-08-21,Senior,Chennai,Full-Time
1262,Zoya Mishra,6,Operations Manager,2025-09-21,Junior,Hyderabad,Full-Time
1263,Karan Singh,4,Digital Marketing Executive,2022-03-23,Junior,Hyderabad,Full-Time
1264,Mihir Khan,10,Senior Data Analyst,2020-01-04,Lead,Delhi NCR,Full-Time
1265,Naina More,10,Analytics Consultant,2024-02-23,Mid,Chennai,Full-Time
1266,Ishaan Naik,5,Systems Analyst,2023-12-03,Mid,Nagpur,Full-Time
1267,Akash Sethi,2,Training Analyst,2026-06-09,Mid,Remote,Full-Time
1268,Ishaan Mane,6,Process Executive,2022-12-15,Mid,Hyderabad,Full-Time
1269,Aarav Verma,8,Customer Experience Analyst,2020-03-12,Senior,Mumbai,Full-Time
1270,Bhavna Jadhav,5,Software Engineer,2022-10-16,Mid,Mumbai,Full-Time
1271,Anjali Bhosale,10,Senior Data Analyst,2020-01-06,Lead,Chennai,Contract
1272,Meera Deshmukh,5,IT Support Specialist,2019-09-01,Senior,Mumbai,Full-Time
1273,Chetan Yadav,5,Cybersecurity Analyst,2021-05-24,Senior,Nagpur,Full-Time
1274,Sneha Yadav,8,Team Lead - Support,2025-04-17,Junior,Chennai,Full-Time
1275,Tanvi More,2,L&D Specialist,2018-12-05,Mid,Pune,Contract
1276,Yash Thakur,6,Operations Analyst,2024-06-03,Mid,Bengaluru,Full-Time
